,COMPOUND,YEAR,stateFIPS,COUNTY_CODE,LOW_ESTIMATE,HIGH_ESTIMATE,county,STATE,incidence_rate_per_100k,avg_annual_count,recent_trend,five_year_incidence_change_rate,incidence_rate_per_100k_low_95,incidence_rate_per_100k_high_95,five_year_incidence_change_rate_low_95,five_year_incidence_change_rate_high_95
2381,Glyphosate,2014,39,139,41570.4,41631.9,Richland County,OH,461.8 ,751,stable,1.6 ,446.7,477.3,-2.2,5.5
2382,Glyphosate,2015,39,139,39251.0,39847.5,Richland County,OH,461.8 ,751,stable,1.6 ,446.7,477.3,-2.2,5.5
2383,Glyphosate,2014,39,141,52828.0,53431.6,Ross County,OH,478.2 ,453,stable,0.9 ,458.3,498.8,-7.6,10.2
2384,Glyphosate,2015,39,141,43559.4,43628.8,Ross County,OH,478.2 ,453,stable,0.9 ,458.3,498.8,-7.6,10.2
2385,Glyphosate,2014,39,143,79407.7,79443.0,Sandusky County,OH,474.7 ,368,stable,3.7 ,452.6,497.6,-1.8,9.6
2386,Glyphosate,2015,39,143,75719.1,76069.2,Sandusky County,OH,474.7 ,368,stable,3.7 ,452.6,497.6,-1.8,9.6
2387,Glyphosate,2014,39,145,9968.1,10140.0,Scioto County,OH,490.7 ,478,stable,-1.7 ,470.8,511.4,-3.7,0.3
2388,Glyphosate,2015,39,145,3343.1,3404.1,Scioto County,OH,490.7 ,478,stable,-1.7 ,470.8,511.4,-3.7,0.3
2389,Glyphosate,2014,39,147,109375.8,109402.7,Seneca County,OH,440.7 ,308,stable,-3.0 ,418.2,464.2,-10.1,4.6
2390,Glyphosate,2015,39,147,108320.9,108541.3,Seneca County,OH,440.7 ,308,stable,-3.0 ,418.2,464.2,-10.1,4.6
2391,Glyphosate,2014,39,149,85696.3,86350.4,Shelby County,OH,411.6 ,239,stable,4.1 ,388.0,436.3,-4.7,13.7
2392,Glyphosate,2015,39,149,74497.9,74649.1,Shelby County,OH,411.6 ,239,stable,4.1 ,388.0,436.3,-4.7,13.7
2393,Glyphosate,2014,39,151,23146.0,23452.5,Stark County,OH,451.1 ,"2,234",stable,0.4 ,442.5,459.8,-4.1,5.2
2394,Glyphosate,2015,39,151,23980.1,24171.2,Stark County,OH,451.1 ,"2,234",stable,0.4 ,442.5,459.8,-4.1,5.2
2395,Glyphosate,2014,39,153,1580.7,1598.2,Summit County,OH,449.9 ,"3,068",stable,0.9 ,442.6,457.3,-0.8,2.6
2396,Glyphosate,2015,39,153,1696.6,1720.2,Summit County,OH,449.9 ,"3,068",stable,0.9 ,442.6,457.3,-0.8,2.6
2397,Glyphosate,2014,39,155,18990.8,19146.2,Trumbull County,OH,459.5 ,"1,326",stable,-0.2 ,448.1,471.2,-5.5,5.3
2398,Glyphosate,2015,39,155,19464.6,19625.9,Trumbull County,OH,459.5 ,"1,326",stable,-0.2 ,448.1,471.2,-5.5,5.3
2399,Glyphosate,2014,39,157,19090.6,19844.0,Tuscarawas County,OH,442.1 ,544,stable,0.1 ,425.1,459.6,-7.4,8.3
2400,Glyphosate,2015,39,157,20101.5,20130.5,Tuscarawas County,OH,442.1 ,544,stable,0.1 ,425.1,459.6,-7.4,8.3
2401,Glyphosate,2014,39,159,79079.5,79612.2,Union County,OH,490.9 ,264,stable,-1.9 ,464.1,519.0,-13.8,11.7
2402,Glyphosate,2015,39,159,68671.1,68729.1,Union County,OH,490.9 ,264,stable,-1.9 ,464.1,519.0,-13.8,11.7
2403,Glyphosate,2014,39,161,104705.1,105182.8,Van Wert County,OH,449.7 ,167,stable,-2.2 ,418.8,482.4,-7.3,3.0
2404,Glyphosate,2015,39,161,97910.0,97978.6,Van Wert County,OH,449.7 ,167,stable,-2.2 ,418.8,482.4,-7.3,3.0
2405,Glyphosate,2014,39,163,2406.2,2449.0,Vinton County,OH,555.5 ,91,stable,5.4 ,504.1,611.1,-0.7,11.8
2406,Glyphosate,2015,39,163,2492.9,2517.6,Vinton County,OH,555.5 ,91,stable,5.4 ,504.1,611.1,-0.7,11.8
2407,Glyphosate,2014,39,165,49927.0,50090.5,Warren County,OH,450.6 ,"1,081",stable,-1.6 ,438.4,463.0,-7.0,4.1
2408,Glyphosate,2015,39,165,39407.8,39473.3,Warren County,OH,450.6 ,"1,081",stable,-1.6 ,438.4,463.0,-7.0,4.1
2409,Glyphosate,2014,39,167,10374.5,11014.7,Washington County,OH,500.4 ,427,stable,3.0 ,478.6,523.1,-0.3,6.5
2410,Glyphosate,2015,39,167,8498.8,8705.5,Washington County,OH,500.4 ,427,stable,3.0 ,478.6,523.1,-0.3,6.5
2411,Glyphosate,2014,39,169,39791.6,40244.7,Wayne County,OH,434.0 ,613,stable,0.4 ,418.3,450.1,-2.6,3.4
2412,Glyphosate,2015,39,169,39850.3,40334.9,Wayne County,OH,434.0 ,613,stable,0.4 ,418.3,450.1,-2.6,3.4
2413,Glyphosate,2014,39,171,72786.0,73641.3,Williams County,OH,402.3 ,197,stable,1.4 ,376.9,429.2,-2.9,5.9
2414,Glyphosate,2015,39,171,67118.8,67291.1,Williams County,OH,402.3 ,197,stable,1.4 ,376.9,429.2,-2.9,5.9
2415,Glyphosate,2014,39,173,130953.7,131741.9,Wood County,OH,451.1 ,633,stable,-0.1 ,435.1,467.6,-7.2,7.5
2416,Glyphosate,2015,39,173,124034.3,124284.9,Wood County,OH,451.1 ,633,stable,-0.1 ,435.1,467.6,-7.2,7.5
2417,Glyphosate,2014,39,175,86439.7,86451.7,Wyandot County,OH,450.2 ,131,stable,-2.4 ,415.4,487.3,-10.7,6.7
2418,Glyphosate,2015,39,175,84596.4,84740.6,Wyandot County,OH,450.2 ,131,stable,-2.4 ,415.4,487.3,-10.7,6.7
2419,Glyphosate,2014,40,1,1077.4,1104.0,Adair County,OK,408.0 ,103,stable,4.1 ,372.7,445.8,-17.0,30.6
2420,Glyphosate,2015,40,1,368.3,430.5,Adair County,OK,408.0 ,103,stable,4.1 ,372.7,445.8,-17.0,30.6
2421,Glyphosate,2014,40,3,49240.5,52243.0,Alfalfa County,OK,440.8 ,37,stable,2.6 ,378.3,511.8,-15.8,24.9
2422,Glyphosate,2015,40,3,40142.5,40176.1,Alfalfa County,OK,440.8 ,37,stable,2.6 ,378.3,511.8,-15.8,24.9
2423,Glyphosate,2014,40,5,134.3,2294.7,Atoka County,OK,409.7 ,76,stable,-8.4 ,368.6,454.6,-22.9,8.9
2424,Glyphosate,2015,40,5,55.1,300.7,Atoka County,OK,409.7 ,76,stable,-8.4 ,368.6,454.6,-22.9,8.9
2425,Glyphosate,2014,40,7,39661.9,40713.9,Beaver County,OK,352.0 ,25,stable,-4.5 ,290.1,423.9,-8.8,0.0
2426,Glyphosate,2015,40,7,49036.3,49219.7,Beaver County,OK,352.0 ,25,stable,-4.5 ,290.1,423.9,-8.8,0.0
2427,Glyphosate,2014,40,9,22522.1,24969.5,Beckham County,OK,447.0 ,107,stable,4.2 ,409.4,487.2,-0.6,9.3
2428,Glyphosate,2015,40,9,19765.2,20220.9,Beckham County,OK,447.0 ,107,stable,4.2 ,409.4,487.2,-0.6,9.3
2429,Glyphosate,2014,40,11,24329.5,26083.8,Blaine County,OK,449.2 ,59,stable,-0.8 ,397.7,506.0,-8.9,8.0
2430,Glyphosate,2015,40,11,23296.2,24741.2,Blaine County,OK,449.2 ,59,stable,-0.8 ,397.7,506.0,-8.9,8.0
2431,Glyphosate,2014,40,13,6990.3,10024.3,Bryan County,OK,449.0 ,243,falling,-4.1 ,423.4,475.8,-8.0,-0.1
2432,Glyphosate,2015,40,13,4236.6,6047.3,Bryan County,OK,449.0 ,243,falling,-4.1 ,423.4,475.8,-8.0,-0.1
2433,Glyphosate,2014,40,15,94380.8,97127.3,Caddo County,OK,465.6 ,164,stable,1.5 ,433.7,499.4,-13.1,18.6
2434,Glyphosate,2015,40,15,106497.0,106576.4,Caddo County,OK,465.6 ,164,stable,1.5 ,433.7,499.4,-13.1,18.6
2435,Glyphosate,2014,40,17,57636.1,58828.7,Canadian County,OK,439.4 ,576,stable,-3.5 ,423.2,456.1,-10.7,4.2
2436,Glyphosate,2015,40,17,25115.3,25115.6,Canadian County,OK,439.4 ,576,stable,-3.5 ,423.2,456.1,-10.7,4.2
2437,Glyphosate,2014,40,19,1614.4,4735.2,Carter County,OK,476.6 ,278,stable,-1.3 ,451.3,502.9,-6.7,4.3
2438,Glyphosate,2015,40,19,1591.3,2024.7,Carter County,OK,476.6 ,278,stable,-1.3 ,451.3,502.9,-6.7,4.3
2439,Glyphosate,2014,40,21,993.4,997.4,Cherokee County,OK,438.5 ,238,stable,-2.3 ,413.2,464.9,-13.8,10.8
2440,Glyphosate,2015,40,21,139.1,172.9,Cherokee County,OK,438.5 ,238,stable,-2.3 ,413.2,464.9,-13.8,10.8
2441,Glyphosate,2014,40,23,2001.8,3101.0,Choctaw County,OK,447.1 ,92,stable,-1.7 ,405.7,491.9,-6.4,3.3
2442,Glyphosate,2015,40,23,1099.6,1265.0,Choctaw County,OK,447.1 ,92,stable,-1.7 ,405.7,491.9,-6.4,3.3
2443,Glyphosate,2014,40,25,49949.5,51135.2,Cimarron County,OK,506.9 ,16,stable,-4.5 ,390.9,648.4,-17.8,11.0
2444,Glyphosate,2015,40,25,83316.4,83495.1,Cimarron County,OK,506.9 ,16,stable,-4.5 ,390.9,648.4,-17.8,11.0
2445,Glyphosate,2014,40,27,3105.7,3166.7,Cleveland County,OK,429.2 ,"1,135",stable,-3.0 ,417.9,440.8,-11.3,6.2
2446,Glyphosate,2015,40,27,1218.0,1224.5,Cleveland County,OK,429.2 ,"1,135",stable,-3.0 ,417.9,440.8,-11.3,6.2
2447,Glyphosate,2014,40,29,281.6,2124.9,Coal County,OK,399.3 ,32,falling,-5.0 ,338.0,469.4,-9.2,-0.6
2448,Glyphosate,2015,40,29,264.8,440.3,Coal County,OK,399.3 ,32,falling,-5.0 ,338.0,469.4,-9.2,-0.6
2449,Glyphosate,2014,40,31,33771.0,35504.5,Comanche County,OK,442.4 ,521,falling,-1.0 ,425.3,460.0,-1.6,-0.4
2450,Glyphosate,2015,40,31,29653.1,29653.1,Comanche County,OK,442.4 ,521,falling,-1.0 ,425.3,460.0,-1.6,-0.4
2451,Glyphosate,2014,40,33,56870.1,56985.5,Cotton County,OK,448.9 ,36,stable,-1.2 ,383.6,522.9,-15.1,15.0
2452,Glyphosate,2015,40,33,47684.0,47684.0,Cotton County,OK,448.9 ,36,stable,-1.2 ,383.6,522.9,-15.1,15.0
2453,Glyphosate,2014,40,35,7421.2,8293.7,Craig County,OK,491.2 ,98,stable,3.4 ,447.5,538.3,-6.3,14.2
2454,Glyphosate,2015,40,35,9022.7,9220.8,Craig County,OK,491.2 ,98,stable,3.4 ,447.5,538.3,-6.3,14.2
2455,Glyphosate,2014,40,37,18055.3,18127.1,Creek County,OK,504.9 ,450,stable,-0.2 ,483.7,526.8,-8.7,9.0
2456,Glyphosate,2015,40,37,2161.4,2183.7,Creek County,OK,504.9 ,450,stable,-0.2 ,483.7,526.8,-8.7,9.0
2457,Glyphosate,2014,40,39,42726.3,45346.2,Custer County,OK,419.1 ,121,falling,-4.0 ,385.7,454.7,-7.4,-0.5
2458,Glyphosate,2015,40,39,48429.4,49924.6,Custer County,OK,419.1 ,121,falling,-4.0 ,385.7,454.7,-7.4,-0.5
2459,Glyphosate,2014,40,41,2115.5,3323.5,Delaware County,OK,404.2 ,262,stable,-1.6 ,381.1,428.6,-14.8,13.6
2460,Glyphosate,2015,40,41,4433.4,4442.7,Delaware County,OK,404.2 ,262,stable,-1.6 ,381.1,428.6,-14.8,13.6
2461,Glyphosate,2014,40,43,10358.7,13097.0,Dewey County,OK,420.1 ,29,stable,-6.9 ,353.4,497.0,-15.5,2.7
2462,Glyphosate,2015,40,43,12826.0,13403.4,Dewey County,OK,420.1 ,29,stable,-6.9 ,353.4,497.0,-15.5,2.7
2463,Glyphosate,2014,40,45,11163.4,12021.6,Ellis County,OK,414.0 ,25,stable,5.1 ,341.8,498.6,-24.7,46.8
2464,Glyphosate,2015,40,45,19541.3,19686.5,Ellis County,OK,414.0 ,25,stable,5.1 ,341.8,498.6,-24.7,46.8
2465,Glyphosate,2014,40,47,69956.0,77556.5,Garfield County,OK,444.9 ,322,stable,-3.6 ,422.9,467.7,-13.9,7.9
2466,Glyphosate,2015,40,47,77681.4,77723.6,Garfield County,OK,444.9 ,322,stable,-3.6 ,422.9,467.7,-13.9,7.9
2467,Glyphosate,2014,40,49,26937.9,30201.4,Garvin County,OK,516.9 ,180,stable,-3.7 ,482.8,552.9,-13.3,6.9
2468,Glyphosate,2015,40,49,16915.1,19157.3,Garvin County,OK,516.9 ,180,stable,-3.7 ,482.8,552.9,-13.3,6.9
2469,Glyphosate,2014,40,51,40016.2,41048.9,Grady County,OK,421.4 ,268,stable,-1.3 ,398.6,445.2,-12.3,11.1
2470,Glyphosate,2015,40,51,17861.0,17872.4,Grady County,OK,421.4 ,268,stable,-1.3 ,398.6,445.2,-12.3,11.1
2471,Glyphosate,2014,40,53,64929.3,75145.7,Grant County,OK,443.9 ,29,stable,0.8 ,371.1,528.3,-15.6,20.3
2472,Glyphosate,2015,40,53,89762.7,89804.7,Grant County,OK,443.9 ,29,stable,0.8 ,371.1,528.3,-15.6,20.3
2473,Glyphosate,2014,40,55,22766.5,24083.5,Greer County,OK,494.2 ,38,stable,5.2 ,425.6,571.4,-8.7,21.3
2474,Glyphosate,2015,40,55,30885.9,30885.9,Greer County,OK,494.2 ,38,stable,5.2 ,425.6,571.4,-8.7,21.3
2475,Glyphosate,2014,40,57,51893.0,52822.4,Harmon County,OK,497.0 ,19,stable,10.2 ,397.9,614.9,-8.6,32.8
2476,Glyphosate,2015,40,57,46658.2,46658.2,Harmon County,OK,497.0 ,19,stable,10.2 ,397.9,614.9,-8.6,32.8
2477,Glyphosate,2014,40,59,2890.0,3689.9,Harper County,OK,500.5 ,24,stable,0.6 ,411.8,603.5,-24.7,34.5
2478,Glyphosate,2015,40,59,21574.7,21678.0,Harper County,OK,500.5 ,24,stable,0.6 ,411.8,603.5,-24.7,34.5
2479,Glyphosate,2014,40,61,1250.9,1259.4,Haskell County,OK,395.5 ,68,stable,2.5 ,353.1,442.0,-10.2,16.9
2480,Glyphosate,2015,40,61,125.1,194.7,Haskell County,OK,395.5 ,68,stable,2.5 ,353.1,442.0,-10.2,16.9
2481,Glyphosate,2014,40,63,2508.1,2613.4,Hughes County,OK,482.0 ,88,stable,-1.6 ,437.0,530.7,-15.7,14.9
2482,Glyphosate,2015,40,63,769.6,953.1,Hughes County,OK,482.0 ,88,stable,-1.6 ,437.0,530.7,-15.7,14.9
2483,Glyphosate,2014,40,65,71506.7,72528.2,Jackson County,OK,466.7 ,130,stable,-1.3 ,430.9,504.7,-9.8,7.9
2484,Glyphosate,2015,40,65,112271.2,112271.2,Jackson County,OK,466.7 ,130,stable,-1.3 ,430.9,504.7,-9.8,7.9
2485,Glyphosate,2014,40,67,9657.1,13503.4,Jefferson County,OK,457.3 ,41,stable,2.8 ,394.0,528.7,-12.3,20.5
2486,Glyphosate,2015,40,67,2846.0,3370.3,Jefferson County,OK,457.3 ,41,stable,2.8 ,394.0,528.7,-12.3,20.5
2487,Glyphosate,2014,40,69,291.3,2202.6,Johnston County,OK,393.8 ,56,stable,-3.1 ,348.0,444.4,-13.9,9.0
2488,Glyphosate,2015,40,69,587.5,812.3,Johnston County,OK,393.8 ,56,stable,-3.1 ,348.0,444.4,-13.9,9.0
2489,Glyphosate,2014,40,71,50122.1,62735.6,Kay County,OK,462.8 ,271,stable,3.4 ,437.6,489.1,-6.4,14.3
2490,Glyphosate,2015,40,71,176835.8,176865.2,Kay County,OK,462.8 ,271,stable,3.4 ,437.6,489.1,-6.4,14.3
2491,Glyphosate,2014,40,73,90235.3,91358.5,Kingfisher County,OK,490.5 ,90,stable,6.5 ,445.3,539.2,-5.5,20.0
2492,Glyphosate,2015,40,73,31028.7,31049.8,Kingfisher County,OK,490.5 ,90,stable,6.5 ,445.3,539.2,-5.5,20.0
2493,Glyphosate,2014,40,75,92707.5,94635.7,Kiowa County,OK,540.1 ,67,stable,-4.0 ,481.4,604.6,-19.5,14.6
2494,Glyphosate,2015,40,75,93480.7,93480.7,Kiowa County,OK,540.1 ,67,stable,-4.0 ,481.4,604.6,-19.5,14.6
2495,Glyphosate,2014,40,77,22.7,650.2,Latimer County,OK,393.3 ,58,stable,8.6 ,347.3,444.1,-2.7,21.3
2496,Glyphosate,2015,40,77,44.8,131.6,Latimer County,OK,393.3 ,58,stable,8.6 ,347.3,444.1,-2.7,21.3
2497,Glyphosate,2014,40,79,5411.1,6715.7,Le Flore County,OK,376.3 ,232,stable,7.6 ,354.3,399.3,-7.2,24.8
2498,Glyphosate,2015,40,79,2385.1,2594.2,Le Flore County,OK,376.3 ,232,stable,7.6 ,354.3,399.3,-7.2,24.8
2499,Glyphosate,2014,40,81,6407.1,6605.4,Lincoln County,OK,412.8 ,185,stable,1.9 ,385.9,441.4,-6.5,11.1
2500,Glyphosate,2015,40,81,1677.6,1719.1,Lincoln County,OK,412.8 ,185,stable,1.9 ,385.9,441.4,-6.5,11.1
2501,Glyphosate,2014,40,83,29982.1,30705.5,Logan County,OK,465.3 ,237,stable,-4.9 ,438.4,493.4,-23.2,17.9
2502,Glyphosate,2015,40,83,7970.3,7971.7,Logan County,OK,465.3 ,237,stable,-4.9 ,438.4,493.4,-23.2,17.9
2503,Glyphosate,2014,40,85,648.2,2252.4,Love County,OK,496.6 ,62,stable,3.2 ,441.2,557.3,-13.8,23.5
2504,Glyphosate,2015,40,85,1179.3,1474.1,Love County,OK,496.6 ,62,stable,3.2 ,441.2,557.3,-13.8,23.5
2505,Glyphosate,2014,40,87,29071.8,29857.7,McClain County,OK,498.4 ,212,stable,-0.1 ,468.2,530.2,-4.6,4.5
2506,Glyphosate,2015,40,87,6982.6,6986.6,McClain County,OK,498.4 ,212,stable,-0.1 ,468.2,530.2,-4.6,4.5
2507,Glyphosate,2014,40,89,6230.3,7277.9,McCurtain County,OK,469.9 ,195,stable,-9.2 ,440.1,501.3,-20.9,4.2
2508,Glyphosate,2015,40,89,2304.7,2554.6,McCurtain County,OK,469.9 ,195,stable,-9.2 ,440.1,501.3,-20.9,4.2
2509,Glyphosate,2014,40,91,1202.2,1232.7,McIntosh County,OK,414.0 ,133,stable,2.3 ,380.8,449.7,-4.7,9.9
2510,Glyphosate,2015,40,91,410.7,469.7,McIntosh County,OK,414.0 ,133,stable,2.3 ,380.8,449.7,-4.7,9.9
2511,Glyphosate,2014,40,93,29698.2,31636.3,Major County,OK,427.2 ,45,stable,0.6 ,371.0,490.1,-17.7,23.0
2512,Glyphosate,2015,40,93,21338.0,21361.6,Major County,OK,427.2 ,45,stable,0.6 ,371.0,490.1,-17.7,23.0
2513,Glyphosate,2014,40,95,139.1,1391.2,Marshall County,OK,456.5 ,107,stable,-1.7 ,416.7,499.3,-16.2,15.3
2514,Glyphosate,2015,40,95,257.2,413.6,Marshall County,OK,456.5 ,107,stable,-1.7 ,416.7,499.3,-16.2,15.3
2515,Glyphosate,2014,40,97,2910.1,3452.2,Mayes County,OK,442.8 ,231,stable,2.7 ,416.8,470.1,-1.4,6.9
2516,Glyphosate,2015,40,97,4572.4,4912.4,Mayes County,OK,442.8 ,231,stable,2.7 ,416.8,470.1,-1.4,6.9
2517,Glyphosate,2014,40,99,1536.8,3073.2,Murray County,OK,480.7 ,90,stable,-5.1 ,436.0,529.1,-16.7,8.2
2518,Glyphosate,2015,40,99,1364.2,1660.3,Murray County,OK,480.7 ,90,stable,-5.1 ,436.0,529.1,-16.7,8.2
2519,Glyphosate,2014,40,101,5198.4,5770.7,Muskogee County,OK,500.0 ,423,stable,-0.5 ,478.4,522.3,-9.0,8.7
2520,Glyphosate,2015,40,101,3837.4,4533.6,Muskogee County,OK,500.0 ,423,stable,-0.5 ,478.4,522.3,-9.0,8.7
2521,Glyphosate,2014,40,103,25217.7,30032.8,Noble County,OK,450.2 ,67,stable,-1.8 ,402.0,502.8,-15.5,14.3
2522,Glyphosate,2015,40,103,42443.0,42446.2,Noble County,OK,450.2 ,67,stable,-1.8 ,402.0,502.8,-15.5,14.3
2523,Glyphosate,2014,40,105,3573.1,4146.7,Nowata County,OK,445.1 ,64,stable,3.8 ,396.1,499.1,-15.0,26.8
2524,Glyphosate,2015,40,105,5784.8,5976.8,Nowata County,OK,445.1 ,64,stable,3.8 ,396.1,499.1,-15.0,26.8
2525,Glyphosate,2014,40,107,2873.6,2925.3,Okfuskee County,OK,466.7 ,72,stable,-1.7 ,418.7,518.9,-16.5,15.6
2526,Glyphosate,2015,40,107,599.4,600.0,Okfuskee County,OK,466.7 ,72,stable,-1.7 ,418.7,518.9,-16.5,15.6
2527,Glyphosate,2014,40,109,14692.4,14880.7,Oklahoma County,OK,468.5 ,"3,699",stable,0.7 ,461.7,475.5,-6.0,7.9
2528,Glyphosate,2015,40,109,2916.9,2918.9,Oklahoma County,OK,468.5 ,"3,699",stable,0.7 ,461.7,475.5,-6.0,7.9
2529,Glyphosate,2014,40,111,2375.5,2634.7,Okmulgee County,OK,506.5 ,252,stable,0.2 ,478.1,536.2,-6.1,6.9
2530,Glyphosate,2015,40,111,1704.5,1998.2,Okmulgee County,OK,506.5 ,252,stable,0.2 ,478.1,536.2,-6.1,6.9
2531,Glyphosate,2014,40,113,7102.1,8897.6,Osage County,OK,387.1 ,242,stable,-3.7 ,364.8,410.5,-22.0,18.9
2532,Glyphosate,2015,40,113,10754.0,11342.2,Osage County,OK,387.1 ,242,stable,-3.7 ,364.8,410.5,-22.0,18.9
2533,Glyphosate,2014,40,115,14128.9,15933.4,Ottawa County,OK,459.7 ,183,rising,8.2 ,429.5,491.6,0.2,16.8
2534,Glyphosate,2015,40,115,20148.0,21215.9,Ottawa County,OK,459.7 ,183,rising,8.2 ,429.5,491.6,0.2,16.8
2535,Glyphosate,2014,40,117,3748.9,4744.0,Pawnee County,OK,462.4 ,100,stable,-0.5 ,421.2,506.8,-11.0,11.2
2536,Glyphosate,2015,40,117,7083.6,7155.7,Pawnee County,OK,462.4 ,100,stable,-0.5 ,421.2,506.8,-11.0,11.2
2537,Glyphosate,2014,40,119,22236.9,22995.6,Payne County,OK,422.8 ,297,stable,-5.0 ,401.1,445.3,-11.2,1.6
2538,Glyphosate,2015,40,119,3791.4,3794.6,Payne County,OK,422.8 ,297,stable,-5.0 ,401.1,445.3,-11.2,1.6
2539,Glyphosate,2014,40,121,3294.3,3327.8,Pittsburg County,OK,422.8 ,255,stable,1.3 ,399.2,447.5,-6.6,9.9
2540,Glyphosate,2015,40,121,907.4,1076.6,Pittsburg County,OK,422.8 ,255,stable,1.3 ,399.2,447.5,-6.6,9.9
2541,Glyphosate,2014,40,123,408.6,2433.3,Pontotoc County,OK,462.5 ,206,stable,0.6 ,434.1,492.3,-5.7,7.2
2542,Glyphosate,2015,40,123,367.8,725.7,Pontotoc County,OK,462.5 ,206,stable,0.6 ,434.1,492.3,-5.7,7.2
2543,Glyphosate,2014,40,125,25136.6,25503.8,Pottawatomie County,OK,448.9 ,375,stable,-0.6 ,428.3,470.1,-5.8,4.9
2544,Glyphosate,2015,40,125,4404.8,4438.2,Pottawatomie County,OK,448.9 ,375,stable,-0.6 ,428.3,470.1,-5.8,4.9
2545,Glyphosate,2014,40,127,11.0,965.8,Pushmataha County,OK,375.2 ,64,stable,12.1 ,333.0,421.8,-6.5,34.4
2546,Glyphosate,2015,40,127,135.0,267.8,Pushmataha County,OK,375.2 ,64,stable,12.1 ,333.0,421.8,-6.5,34.4
2547,Glyphosate,2014,40,129,8153.3,11896.3,Roger Mills County,OK,380.6 ,18,stable,7.3 ,302.7,473.3,-16.4,37.6
2548,Glyphosate,2015,40,129,8018.7,8329.1,Roger Mills County,OK,380.6 ,18,stable,7.3 ,302.7,473.3,-16.4,37.6
2549,Glyphosate,2014,40,131,2261.1,2846.9,Rogers County,OK,448.7 ,474,stable,1.2 ,430.4,467.6,-5.1,7.9
2550,Glyphosate,2015,40,131,3876.2,4113.1,Rogers County,OK,448.7 ,474,stable,1.2 ,430.4,467.6,-5.1,7.9
2551,Glyphosate,2014,40,133,2181.6,2257.3,Seminole County,OK,444.2 ,142,stable,-3.8 ,411.4,479.1,-10.3,3.1
2552,Glyphosate,2015,40,133,628.1,659.9,Seminole County,OK,444.2 ,142,stable,-3.8 ,411.4,479.1,-10.3,3.1
2553,Glyphosate,2014,40,135,3370.5,3826.5,Sequoyah County,OK,405.3 ,215,stable,7.8 ,380.8,431.1,-9.9,29.1
2554,Glyphosate,2015,40,135,2675.9,3072.1,Sequoyah County,OK,405.3 ,215,stable,7.8 ,380.8,431.1,-9.9,29.1
2555,Glyphosate,2014,40,137,3401.4,7314.0,Stephens County,OK,463.2 ,274,stable,1.4 ,438.2,489.4,-6.5,9.9
2556,Glyphosate,2015,40,137,5020.3,5411.5,Stephens County,OK,463.2 ,274,stable,1.4 ,438.2,489.4,-6.5,9.9
2557,Glyphosate,2014,40,139,147094.4,148110.3,Texas County,OK,413.6 ,83,stable,-4.8 ,374.0,456.1,-17.4,9.8
2558,Glyphosate,2015,40,139,165730.5,165874.3,Texas County,OK,413.6 ,83,stable,-4.8 ,374.0,456.1,-17.4,9.8
2559,Glyphosate,2014,40,141,97914.8,100644.5,Tillman County,OK,467.0 ,49,stable,-0.9 ,408.2,532.5,-17.3,18.8
2560,Glyphosate,2015,40,141,130807.2,130807.2,Tillman County,OK,467.0 ,49,stable,-0.9 ,408.2,532.5,-17.3,18.8
2561,Glyphosate,2014,40,143,1996.1,2570.8,Tulsa County,OK,480.4 ,"3,210",stable,1.8 ,472.9,488.1,-0.2,3.8
2562,Glyphosate,2015,40,143,3595.1,3621.2,Tulsa County,OK,480.4 ,"3,210",stable,1.8 ,472.9,488.1,-0.2,3.8
2563,Glyphosate,2014,40,145,11383.6,12550.9,Wagoner County,OK,415.8 ,367,stable,-1.6 ,396.4,435.9,-8.1,5.4
2564,Glyphosate,2015,40,145,26848.5,27424.8,Wagoner County,OK,415.8 ,367,stable,-1.6 ,396.4,435.9,-8.1,5.4
2565,Glyphosate,2014,40,147,3821.0,4440.0,Washington County,OK,441.8 ,307,stable,-2.3 ,419.2,465.3,-9.2,5.2
2566,Glyphosate,2015,40,147,6905.7,6982.5,Washington County,OK,441.8 ,307,stable,-2.3 ,419.2,465.3,-9.2,5.2
2567,Glyphosate,2014,40,149,55195.5,57490.9,Washita County,OK,378.9 ,54,stable,4.2 ,333.7,428.7,-11.2,22.1
2568,Glyphosate,2015,40,149,53971.2,56635.4,Washita County,OK,378.9 ,54,stable,4.2 ,333.7,428.7,-11.2,22.1
2569,Glyphosate,2014,40,151,27769.1,27787.7,Woods County,OK,442.8 ,47,stable,-1.2 ,386.3,505.5,-10.4,9.0
2570,Glyphosate,2015,40,151,13267.6,13291.6,Woods County,OK,442.8 ,47,stable,-1.2 ,386.3,505.5,-10.4,9.0
2571,Glyphosate,2014,40,153,16007.4,16401.3,Woodward County,OK,390.3 ,91,stable,1.7 ,354.8,428.3,-15.5,22.2
2572,Glyphosate,2015,40,153,10232.3,10232.3,Woodward County,OK,390.3 ,91,stable,1.7 ,354.8,428.3,-15.5,22.2
2573,Glyphosate,2014,41,1,5809.7,7072.3,Baker County,OR,351.5 ,92,stable,-15.0 ,317.7,388.4,-31.9,6.1
2574,Glyphosate,2015,41,1,4550.7,6001.5,Baker County,OR,351.5 ,92,stable,-15.0 ,317.7,388.4,-31.9,6.1
2575,Glyphosate,2014,41,3,1142.4,1199.0,Benton County,OR,389.5 ,368,falling,-7.5 ,371.1,408.6,-11.9,-3.0
